date,open_interest,funding_rate
2026-08-30 07:00:00+00:00,108548.518,0.0001
2026-08-30 08:00:00+00:00,108453.709,0.0001
2026-08-30 09:00:00+00:00,108575.331,0.0001
2026-08-30 10:00:00+00:00,108566.276,0.0001
2026-08-30 11:00:00+00:00,108582.302,0.0001
2026-08-30 12:00:00+00:00,108549.676,0.0001
2026-08-30 13:00:00+00:00,107763.596,7.058e-05
2026-08-30 14:00:00+00:00,108061.635,7.058e-05
2026-08-30 15:00:00+00:00,108010.793,7.058e-05
2026-08-30 16:00:00+00:00,108108.773,7.058e-05
2026-08-30 17:00:00+00:00,107636.743,7.058e-05
2026-08-30 18:00:00+00:00,107213.367,7.058e-05
2026-08-30 19:00:00+00:00,107123.343,7.058e-05
2026-08-30 20:00:00+00:00,107088.8,7.058e-05
2026-08-30 21:00:00+00:00,107069.281,7.271e-05
2026-08-30 22:00:00+00:00,106853.621,7.271e-05
2026-08-30 23:00:00+00:00,106689.439,7.271e-05
2026-08-31 00:00:00+00:00,106319.885,7.271e-05
2026-08-31 01:00:00+00:00,106260.67,7.271e-05
2026-08-31 02:00:00+00:00,106430.825,7.271e-05
2026-08-31 03:00:00+00:00,106797.44,7.271e-05
2026-08-31 04:00:00+00:00,106517.91,7.271e-05
2026-08-31 05:00:00+00:00,106614.156,0.0001
2026-08-31 06:00:00+00:00,106382.038,0.0001
2026-08-31 07:00:00+00:00,106211.868,0.0001
2026-08-31 08:00:00+00:00,106203.88,0.0001
2026-08-31 09:00:00+00:00,106451.462,0.0001
2026-08-31 10:00:00+00:00,106519.598,0.0001
2026-08-31 11:00:00+00:00,107173.626,0.0001
2026-08-31 12:00:00+00:00,107248.111,0.0001
2026-08-31 13:00:00+00:00,107136.811,0.0001
2026-08-31 14:00:00+00:00,107218.659,0.0001
2026-08-31 15:00:00+00:00,107159.346,0.0001
2026-08-31 16:00:00+00:00,107211.911,0.0001
2026-08-31 17:00:00+00:00,107205.302,0.0001
2026-08-31 18:00:00+00:00,107326.823,0.0001
2026-08-31 19:00:00+00:00,107352.708,0.0001
2026-08-31 20:00:00+00:00,107224.642,0.0001
2026-08-31 21:00:00+00:00,107352.716,8.482e-05
2026-08-31 22:00:00+00:00,107420.613,8.482e-05
2026-08-31 23:00:00+00:00,107784.877,8.482e-05
2026-09-01 00:00:00+00:00,107978.168,8.482e-05
2026-09-01 01:00:00+00:00,107883.581,8.482e-05
2026-09-01 02:00:00+00:00,108140.348,8.482e-05
2026-09-01 03:00:00+00:00,108074.484,8.482e-05
2026-09-01 04:00:00+00:00,108075.473,8.482e-05
2026-09-01 05:00:00+00:00,108181.115,0.0001
2026-09-01 06:00:00+00:00,108351.762,0.0001
2026-09-01 07:00:00+00:00,108443.016,0.0001
2026-09-01 08:00:00+00:00,108289.947,0.0001
2026-09-01 09:00:00+00:00,108799.464,0.0001
2026-09-01 10:00:00+00:00,108687.967,0.0001
2026-09-01 11:00:00+00:00,108766.984,0.0001
2026-09-01 12:00:00+00:00,108759.837,0.0001
2026-09-01 13:00:00+00:00,108934.566,3.844e-05
2026-09-01 14:00:00+00:00,109021.238,3.844e-05
2026-09-01 15:00:00+00:00,108222.932,3.844e-05
2026-09-01 16:00:00+00:00,108159.845,3.844e-05
